_id,title,description,video,thumbnail,hashtags,products,userId,likes,likeCount,shareLink,viewCount,shareCount,revenue,orders,isActive,comments,createdAt,__v,isTrending
{'$oid': '6a06d1da1a9ba20ae97d51d9'},Gori one step,"Designed with a relaxed fit and clean silhouette, it’s built to be worn daily — without noise, without distraction.

GORI represents silent work and self-made confidence.

• Oversized fit  
• Soft, breathable cotton  
• Minimal design  
• Everyday comfort  
• Made for disciplined, self-made youth

Fit: Oversized  
Model wears: L  
For a relaxed look, choose your regular size.

Care Instructions:
• Machine wash cold  
• Wash inside out  
• Do not bleach  
• Dry in shade  

This is more than a T-shirt.
It’s a mindset.","{'public_id': 'zatch/Bits/1778831830993-847699623-4437.mp4', 'url': 'https://zatchP.b-cdn.net/zatch/Bits/1778831830993-847699623-4437.mp4'}","{'public_id': 'zatch/Bits/thumbnails/1778831834368-31148414-4443.jpg', 'url': 'https://zatchP.b-cdn.net/zatch/Bits/thumbnails/1778831834368-31148414-4443.jpg'}","['#gori fashion', '#T shirts', '#Summer']",[{'$oid': '6a06d0961a9ba20ae97d50f4'}],{'$oid': '69e1a04d0cd62f0b1a4de442'},[{'$oid': '69e1a04d0cd62f0b1a4de442'}],1,/bits/1778831834901-69e1a04d0cd62f0b1a4de442,56,0,0,0,True,[],{'$date': '2026-05-15T07:57:14.902Z'},3,False
{'$oid': '6a070e151a9ba20ae97df094'},8X12 (A4 sheet),very premium look of photo frame,"{'public_id': 'zatch/Bits/1778847241663-360545333-4349.mp4', 'url': 'https://zatchP.b-cdn.net/zatch/Bits/1778847241663-360545333-4349.mp4'}","{'public_id': 'zatch/Bits/thumbnails/1778847248733-238336785-4465.jpg', 'url': 'https://zatchP.b-cdn.net/zatch/Bits/thumbnails/1778847248733-238336785-4465.jpg'}","['#photo frame', '#gifts', '#couple']",[{'$oid': '69e4f5ab330134cd220e78c9'}],{'$oid': '69b90e7ed5ba7b8d34df1270'},[],0,/bits/1778847253053-69b90e7ed5ba7b8d34df1270,43,0,0,0,True,[],{'$date': '2026-05-15T12:14:13.054Z'},0,False
{'$oid': '6a0810b51a9ba20ae97ebb91'},12x18 photo frame,"Elegant 12x18 photo frame designed to showcase your precious memories with style. Crafted with durable quality and a modern finish, it perfectly enhances home, office, or studio décor. Ideal for portraits, family photos, artwork, and special moments, adding a classy and timeless touch to any space.","{'public_id': 'zatch/Bits/1778914115361-394462530-edit_video.mp4', 'url': 'https://zatchP.b-cdn.net/zatch/Bits/1778914115361-394462530-edit_video.mp4'}","{'public_id': 'zatch/Bits/thumbnails/1778914118771-68569777-4600.jpg', 'url': 'https://zatchP.b-cdn.net/zatch/Bits/thumbnails/1778914118771-68569777-4600.jpg'}","['#frame', '#Photo frame', '#gifts']",[{'$oid': '6a080d3e1a9ba20ae97eaf56'}],{'$oid': '69b90e7ed5ba7b8d34df1270'},[],0,/bits/1778913461959-69b90e7ed5ba7b8d34df1270,36,0,0,0,True,[],{'$date': '2026-05-16T06:37:41.96Z'},0,False
{'$oid': '6a0812db1a9ba20ae97ecaa8'},8x12,"Elegant 8x12  photo frame designed to showcase your precious memories with style. Crafted with durable quality and a modern finish, it perfectly enhances home, office, or studio décor. Ideal for portraits, family photos, artwork, and special moments, adding a classy and timeless touch to any space.","{'public_id': 'zatch/Bits/1778914009163-918227128-4611.mp4', 'url': 'https://zatchP.b-cdn.net/zatch/Bits/1778914009163-918227128-4611.mp4'}","{'public_id': 'zatch/Bits/thumbnails/1778914011199-204300462-4597.jpg', 'url': 'https://zatchP.b-cdn.net/zatch/Bits/thumbnails/1778914011199-204300462-4597.jpg'}","['#frame', '#gifts', '#photo']",[{'$oid': '69e4f5ab330134cd220e78c9'}],{'$oid': '69b90e7ed5ba7b8d34df1270'},[],0,/bits/1778914011664-69b90e7ed5ba7b8d34df1270,26,0,0,0,True,[],{'$date': '2026-05-16T06:46:51.665Z'},0,False
{'$oid': '6a0814ae1a9ba20ae97ee853'},4X4 Photo frame,"Elegant 4X4 photo frame designed to showcase your precious memories with style. Crafted with durable quality and a modern finish, it perfectly enhances home, office, or studio décor. Ideal for portraits, family photos, artwork, and special moments, adding a classy and timeless touch to any space.","{'public_id': 'zatch/Bits/1778914476159-99707958-4612.mp4', 'url': 'https://zatchP.b-cdn.net/zatch/Bits/1778914476159-99707958-4612.mp4'}","{'public_id': 'zatch/Bits/thumbnails/1778914478212-398842358-4613.jpg', 'url': 'https://zatchP.b-cdn.net/zatch/Bits/thumbnails/1778914478212-398842358-4613.jpg'}","['#4X4 frame', '#gifts', '#frame']",[{'$oid': '69b99baad5ba7b8d34df607b'}],{'$oid': '69b90e7ed5ba7b8d34df1270'},[],0,/bits/1778914478829-69b90e7ed5ba7b8d34df1270,33,0,0,0,True,[],{'$date': '2026-05-16T06:54:38.83Z'},0,False
{'$oid': '6a0816641a9ba20ae97ef8a0'},pattu saree,pattu saree with maggam work blouse,"{'public_id': 'zatch/Bits/1778914912502-871197550-1000695178.mp4', 'url': 'https://zatchP.b-cdn.net/zatch/Bits/1778914912502-871197550-1000695178.mp4'}","{'public_id': 'zatch/Bits/thumbnails/1778914915335-358681014-1000695776.jpg', 'url': 'https://zatchP.b-cdn.net/zatch/Bits/thumbnails/1778914915335-358681014-1000695776.jpg'}","['#premium quality', '#Good price', '#exlent dezine']",[{'$oid': '6a0812cb1a9ba20ae97eca99'}],{'$oid': '69902d022c63bfbc0476da36'},"[{'$oid': '69b90e7ed5ba7b8d34df1270'}, {'$oid': '698e6cbe2c63bfbc0476bfa7'}, {'$oid': '698e263e2c63bfbc0476857e'}]",3,/bits/1778914916709-69902d022c63bfbc0476da36,65,0,0,0,True,[],{'$date': '2026-05-16T07:01:56.71Z'},3,False
{'$oid': '6a0823a91a9ba20ae97f0b3b'},cotton saree,soft summer cotton saree,"{'public_id': 'zatch/Bits/1778918309419-480595777-1000696088.mp4', 'url': 'https://zatchP.b-cdn.net/zatch/Bits/1778918309419-480595777-1000696088.mp4'}","{'public_id': 'zatch/Bits/thumbnails/1778918311742-744931382-1000695918.jpg', 'url': 'https://zatchP.b-cdn.net/zatch/Bits/thumbnails/1778918311742-744931382-1000695918.jpg'}","['#soft cotton', '#fine quality', '#gently texture']",[{'$oid': '6a0820931a9ba20ae97f0a76'}],{'$oid': '69902d022c63bfbc0476da36'},"[{'$oid': '69902d022c63bfbc0476da36'}, {'$oid': '698e6cbe2c63bfbc0476bfa7'}, {'$oid': '698e263e2c63bfbc0476857e'}, {'$oid': '69b15fd4c203397431aea856'}]",4,/bits/1778918313809-69902d022c63bfbc0476da36,70,2,0,0,True,[],{'$date': '2026-05-16T07:58:33.81Z'},4,False
{'$oid': '6a085a6c1a9ba20ae97fa263'},Sarees,"Product Details

* Fabric: Pure Mulmul Cotton (92*80)
* Work: Stylish Screen Print
* Saree Length: 5.5 meters
* Blouse Piece: 80 cm to 1 meter (Contrast Blouse)
* Texture: Soft, breathable & skin-friendly
* Comfort: Lightweight and easy to drape

Why You’ll Love It

✔ Premium soft cotton feel
✔ Elegant contrast blouse combination
✔ Comfortable for all-day wear
✔ Trendy and graceful look
✔ Suitable for every season

💰 Price: ₹899/- Only
🚚 Free Shipping All Over India","{'public_id': 'zatch/Bits/1778932327496-427666141-40528.mp4', 'url': 'https://zatchP.b-cdn.net/zatch/Bits/1778932327496-427666141-40528.mp4'}","{'public_id': 'zatch/Bits/thumbnails/1778932331559-76160150-video_thumb.png', 'url': 'https://zatchP.b-cdn.net/zatch/Bits/thumbnails/1778932331559-76160150-video_thumb.png'}","['#sarees', '#women', '#ethnic']",[{'$oid': '6a084cb81a9ba20ae97f64d5'}],{'$oid': '6a084ac71a9ba20ae97f5f37'},[{'$oid': '6a084ac71a9ba20ae97f5f37'}],1,/bits/1778932332027-6a084ac71a9ba20ae97f5f37,44,0,0,0,True,[],{'$date': '2026-05-16T11:52:12.028Z'},1,False
{'$oid': '6a08bb2eb7bb9861659c3e06'},BOXY with Xcross,"“Soft pink. Sharp presence. 🌸⚡
Clean stripes in the front, statement art at the back — made for the ones who carry confidence effortlessly. 😎
Lightweight comfort with luxury streetwear energy.
Simple look. Powerful vibe. 🔥
Turn every sidewalk into your runway. 🚶‍♂️✨
Because real style doesn’t need to be loud to stand out. 🖤","{'public_id': 'zatch/Bits/1778957099662-823859429-769853.mp4', 'url': 'https://zatchP.b-cdn.net/zatch/Bits/1778957099662-823859429-769853.mp4'}","{'public_id': 'zatch/Bits/thumbnails/1778957101859-434544775-693947.jpg', 'url': 'https://zatchP.b-cdn.net/zatch/Bits/thumbnails/1778957101859-434544775-693947.jpg'}","['#streetwearfashion', '#menstyle', '#trend']",[{'$oid': '69ff49ef9210c3b1aa02984b'}],{'$oid': '69f8608068f7e97ef44183e4'},"[{'$oid': '69f8608068f7e97ef44183e4'}, {'$oid': '698e259d2c63bfbc04768479'}]",2,/bits/1778957102346-69f8608068f7e97ef44183e4,51,1,0,0,True,[],{'$date': '2026-05-16T18:45:02.347Z'},2,False
{'$oid': '6a094fadb7bb9861659c71bb'},5x7 Frame,"Capture your beautiful memories with this stylish 5x7 photo frame. Designed with premium quality materials and an elegant finish, it is perfect for displaying family photos, portraits, and special moments at home, office, or gifting for birthdays, anniversaries, and memorable occasions.","{'public_id': 'zatch/Bits/1778995114895-40129468-4934.mp4', 'url': 'https://zatchP.b-cdn.net/zatch/Bits/1778995114895-40129468-4934.mp4'}","{'public_id': 'zatch/Bits/thumbnails/1778995117112-532745776-4814.jpg', 'url': 'https://zatchP.b-cdn.net/zatch/Bits/thumbnails/1778995117112-532745776-4814.jpg'}","['#Photo frame', '#gifts', '#love']",[{'$oid': '6a094e12b7bb9861659c70dd'}],{'$oid': '69b90e7ed5ba7b8d34df1270'},[],0,/bits/1778995117706-69b90e7ed5ba7b8d34df1270,46,0,0,0,True,[],{'$date': '2026-05-17T05:18:37.708Z'},0,False
{'$oid': '6a095017b7bb9861659c7243'},12x18 Customized Frame,"Capture your beautiful memories with this stylish photo frame. Designed with premium quality materials and an elegant finish, it is perfect for displaying family photos, portraits, and special moments at home, office, or gifting for birthdays, anniversaries, and memorable occasions.","{'public_id': 'zatch/Bits/1778995220809-366415843-4938.mp4', 'url': 'https://zatchP.b-cdn.net/zatch/Bits/1778995220809-366415843-4938.mp4'}","{'public_id': 'zatch/Bits/thumbnails/1778995223153-368764227-4812.jpg', 'url': 'https://zatchP.b-cdn.net/zatch/Bits/thumbnails/1778995223153-368764227-4812.jpg'}","['#frame', '#gifts', '#love']",[{'$oid': '69b99baad5ba7b8d34df607b'}],{'$oid': '69b90e7ed5ba7b8d34df1270'},[{'$oid': '698e264a2c63bfbc04768582'}],1,/bits/1778995223654-69b90e7ed5ba7b8d34df1270,35,0,0,0,True,[],{'$date': '2026-05-17T05:20:23.655Z'},1,False
{'$oid': '6a095063b7bb9861659c72d5'},12x18 Customized Frame,"Capture your beautiful memories with this stylish photo frame. Designed with premium quality materials and an elegant finish, it is perfect for displaying family photos, portraits, and special moments at home, office, or gifting for birthdays, anniversaries, and memorable occasions.","{'public_id': 'zatch/Bits/1778995297327-575265594-4935.mp4', 'url': 'https://zatchP.b-cdn.net/zatch/Bits/1778995297327-575265594-4935.mp4'}","{'public_id': 'zatch/Bits/thumbnails/1778995299466-249567860-4807.jpg', 'url': 'https://zatchP.b-cdn.net/zatch/Bits/thumbnails/1778995299466-249567860-4807.jpg'}","['#gifts', '#frame', '#love']",[{'$oid': '6a094d70b7bb9861659c7027'}],{'$oid': '69b90e7ed5ba7b8d34df1270'},[{'$oid': '698e269c2c63bfbc04768709'}],1,/bits/1778995299934-69b90e7ed5ba7b8d34df1270,37,0,0,0,True,[],{'$date': '2026-05-17T05:21:39.935Z'},1,False
{'$oid': '6a09796bb7bb9861659c83dd'},Photos combo,all unique photo combo frames,"{'public_id': 'zatch/Bits/1779005796156-209886790-4977.mp4', 'url': 'https://zatchP.b-cdn.net/zatch/Bits/1779005796156-209886790-4977.mp4'}","{'public_id': 'zatch/Bits/thumbnails/1779005798377-170995116-video_thumb.png', 'url': 'https://zatchP.b-cdn.net/zatch/Bits/thumbnails/1779005798377-170995116-video_thumb.png'}","['#frames', '#gifts', '#combo']","[{'$oid': '6a094d70b7bb9861659c7027'}, {'$oid': '6a094e12b7bb9861659c70dd'}, {'$oid': '6a080d3e1a9ba20ae97eaf56'}]",{'$oid': '69b90e7ed5ba7b8d34df1270'},[{'$oid': '698e264a2c63bfbc04768582'}],1,/bits/1779005803148-69b90e7ed5ba7b8d34df1270,41,0,0,0,True,[],{'$date': '2026-05-17T08:16:43.149Z'},1,False
{'$oid': '6a0979edb7bb9861659c8aac'},whole wall Frames,very good looking whole wall frames,"{'public_id': 'zatch/Bits/1779005926454-362564762-4978.mp4', 'url': 'https://zatchP.b-cdn.net/zatch/Bits/1779005926454-362564762-4978.mp4'}","{'public_id': 'zatch/Bits/thumbnails/1779005930210-483643592-video_thumb.png', 'url': 'https://zatchP.b-cdn.net/zatch/Bits/thumbnails/1779005930210-483643592-video_thumb.png'}","['#frames', '#gifts', '#love', '#family']","[{'$oid': '69b99efcd5ba7b8d34df685e'}, {'$oid': '69b9a311d5ba7b8d34df6f02'}, {'$oid': '69e4f5ab330134cd220e78c9'}, {'$oid': '69b99baad5ba7b8d34df607b'}]",{'$oid': '69b90e7ed5ba7b8d34df1270'},[{'$oid': '698e264a2c63bfbc04768582'}],1,/bits/1779005933171-69b90e7ed5ba7b8d34df1270,55,0,0,0,True,[],{'$date': '2026-05-17T08:18:53.171Z'},1,False
{'$oid': '6a097a35b7bb9861659c8c38'},Photo frames,Premium Photo frames.,"{'public_id': 'zatch/Bits/1779006001422-334876472-4979.mp4', 'url': 'https://zatchP.b-cdn.net/zatch/Bits/1779006001422-334876472-4979.mp4'}","{'public_id': 'zatch/Bits/thumbnails/1779006004570-865504259-video_thumb.png', 'url': 'https://zatchP.b-cdn.net/zatch/Bits/thumbnails/1779006004570-865504259-video_thumb.png'}","['#premium', '#love', '#family']","[{'$oid': '69b99a77d5ba7b8d34df5c52'}, {'$oid': '69b99baad5ba7b8d34df607b'}, {'$oid': '69b9a311d5ba7b8d34df6f02'}, {'$oid': '6a094e12b7bb9861659c70dd'}]",{'$oid': '69b90e7ed5ba7b8d34df1270'},[],0,/bits/1779006005590-69b90e7ed5ba7b8d34df1270,58,0,0,0,True,[],{'$date': '2026-05-17T08:20:05.591Z'},0,False
{'$oid': '6a097fdfb7bb9861659c9a20'},Zipper Shirts,"Product Highlights:
Product Type: Men’s Utility Hooded Shirt
Fit: Regular Fit
Sleeve Type: Full Sleeves
Closure: Front Zip
Pattern: Solid with Utility Print
Occasion: Casual / Streetwear / Travel / Daily Wear
Fabric: Premium Cotton Blend
Neck: Hooded Collar
Wash Care: Machine Wash","{'public_id': 'zatch/Bits/1779007450608-782878953-1000410247.mp4', 'url': 'https://zatchP.b-cdn.net/zatch/Bits/1779007450608-782878953-1000410247.mp4'}","{'public_id': 'zatch/Bits/thumbnails/1779007455136-726574581-1000409514.png', 'url': 'https://zatchP.b-cdn.net/zatch/Bits/thumbnails/1779007455136-726574581-1000409514.png'}","['#zippershirts', '#hoodyshirt', '#zipjackets', '#trendyshirt', '#ootd', '#mensfashion']",[{'$oid': '6a08a144b7bb9861659c114c'}],{'$oid': '6992fed22c63bfbc04771576'},"[{'$oid': '69b90e7ed5ba7b8d34df1270'}, {'$oid': '698e264a2c63bfbc04768582'}, {'$oid': '6992fed22c63bfbc04771576'}]",3,/bits/1779007455578-6992fed22c63bfbc04771576,91,0,0,0,True,[],{'$date': '2026-05-17T08:44:15.579Z'},3,False
{'$oid': '6a0ad46fd382a23d66b3fe6d'},pattu saree,premium quality  with blouse,"{'public_id': 'zatch/Bits/1779094635524-890008018-1000699263.mp4', 'url': 'https://zatchP.b-cdn.net/zatch/Bits/1779094635524-890008018-1000699263.mp4'}","{'public_id': 'zatch/Bits/thumbnails/1779094637810-346894030-1000699224.jpg', 'url': 'https://zatchP.b-cdn.net/zatch/Bits/thumbnails/1779094637810-346894030-1000699224.jpg'}","['#premium Quality', '#Good price', '#soft fabric']",[{'$oid': '6a0812cb1a9ba20ae97eca99'}],{'$oid': '69902d022c63bfbc0476da36'},"[{'$oid': '698e264a2c63bfbc04768582'}, {'$oid': '698e6cbe2c63bfbc0476bfa7'}]",2,/bits/1779094639062-69902d022c63bfbc0476da36,70,0,0,0,True,[],{'$date': '2026-05-18T08:57:19.066Z'},2,False
{'$oid': '6a0adae0d382a23d66b425a1'},cotton saree,cotton saree summer 🏝️ special soft fabric,"{'public_id': 'zatch/Bits/1779096280359-212578181-1000699250.mp4', 'url': 'https://zatchP.b-cdn.net/zatch/Bits/1779096280359-212578181-1000699250.mp4'}","{'public_id': 'zatch/Bits/thumbnails/1779096282427-278177701-video_thumb.png', 'url': 'https://zatchP.b-cdn.net/zatch/Bits/thumbnails/1779096282427-278177701-video_thumb.png'}","['#pure cotton', '#soft fabric', '#good dezine']",[{'$oid': '6a0820931a9ba20ae97f0a76'}],{'$oid': '69902d022c63bfbc0476da36'},"[{'$oid': '69902d022c63bfbc0476da36'}, {'$oid': '698e264a2c63bfbc04768582'}, {'$oid': '698e6cbe2c63bfbc0476bfa7'}]",3,/bits/1779096288077-69902d022c63bfbc0476da36,47,0,0,0,True,[],{'$date': '2026-05-18T09:24:48.078Z'},3,False
{'$oid': '6a0b4336d382a23d66b4511e'},The Phantom Grey Spray,"Dark tones. Clean energy.
The Phantom Spray Oversized Shirt blends luxury aesthetics with raw streetwear attitude for a fit that speaks without trying.
Built for the bold. 🔥","{'public_id': 'zatch/Bits/1779122945276-578178259-781268.mp4', 'url': 'https://zatchP.b-cdn.net/zatch/Bits/1779122945276-578178259-781268.mp4'}","{'public_id': 'zatch/Bits/thumbnails/1779122972754-505967283-775476.png', 'url': 'https://zatchP.b-cdn.net/zatch/Bits/thumbnails/1779122972754-505967283-775476.png'}","['#streetwear #oversizedshirt #luxuryfashion #urbanstyle #menswear #fashionreels #streetstyle #akbeats #darkfashion #minimalstyle', '#streetwear #luxuryfashion', '#urbanlifestyle']",[{'$oid': '6a0ab529b7bb9861659d6541'}],{'$oid': '69f8608068f7e97ef44183e4'},"[{'$oid': '69f8608068f7e97ef44183e4'}, {'$oid': '698e264a2c63bfbc04768582'}]",2,/bits/1779122998146-69f8608068f7e97ef44183e4,89,0,0,0,True,[],{'$date': '2026-05-18T16:49:58.147Z'},4,False
{'$oid': '6a0c150fb10aa6108036df1c'},test,test,"{'public_id': 'zatch/Bits/1779176696154-628681770-image_picker_82BBAD95-51CA-4657-BB49-D5441D0EA820-30110-000007E921286381IMG_0879.mov', 'url': 'https://zatchP.b-cdn.net/zatch/Bits/1779176696154-628681770-image_picker_82BBAD95-51CA-4657-BB49-D5441D0EA820-30110-000007E921286381IMG_0879.mov'}","{'public_id': 'zatch/Bits/thumbnails/1779176717040-245173261-video_thumb.png', 'url': 'https://zatchP.b-cdn.net/zatch/Bits/thumbnails/1779176717040-245173261-video_thumb.png'}","['#new', '#product', '#test']",[{'$oid': '6999d5543ec6020eaac6152d'}],{'$oid': '698e264a2c63bfbc04768582'},[],0,/bits/1779176719319-698e264a2c63bfbc04768582,0,0,0,0,False,[],{'$date': '2026-05-19T07:45:19.326Z'},0,False
{'$oid': '6a0c158bb10aa6108036df86'},Shorts,"Product Highlights :
Product Type: Men’s Active Gym Shorts
Fit Type: Regular / Athletic Fit
Fabric: Lightweight Performance Fabric
Pattern: Solid
Pocket Style: Dual Zip Pockets
Occasion: Gym, Workout, Running, Sports, Casual Wear
Waist Type: Elastic Waistband
Comfort Level: Ultra Comfortable & Breathable","{'public_id': 'zatch/Bits/1779179389942-231311103-edit_video.mp4', 'url': 'https://zatchP.b-cdn.net/zatch/Bits/1779179389942-231311103-edit_video.mp4'}","{'public_id': 'zatch/Bits/thumbnails/1779179394862-555003997-edit_thumb.png', 'url': 'https://zatchP.b-cdn.net/zatch/Bits/thumbnails/1779179394862-555003997-edit_thumb.png'}","['#shorts', '#gymwear', '#mensshorts', '#shortsunder400', '#lycrashorts']",[{'$oid': '6a0c1bc8b10aa6108036ed59'}],{'$oid': '6992fed22c63bfbc04771576'},"[{'$oid': '6992fed22c63bfbc04771576'}, {'$oid': '699a2e703ec6020eaac62877'}]",2,/bits/1779176843738-6992fed22c63bfbc04771576,77,0,0,0,True,[],{'$date': '2026-05-19T07:47:23.739Z'},2,False
{'$oid': '6a0c1a49b10aa6108036e8d0'},Mens Formal Trousers,"Crafted with high-quality breathable linen fabric, these trousers deliver a clean tailored fit with superior comfort for all-day wear. The elegant finish, slim straight-cut design, and luxury detailing create a sharp and confident look perfect for office meetings, business events, corporate wear, and formal occasions.

Product Features :
• Premium Linen Blend Fabric
• Elegant Slim Fit Formal Design
• Modern Hook Closure System
• Wrinkle-Resistant Premium Finish
• Soft, Breathable & Comfortable Material
• Ideal for Office, Meetings & Formal Events
• Luxury Tailored Stitching & Detailing
• Stylish Straight Fit with Premium Fall

Perfect For:
Office Wear | Corporate Meetings | Executive Styling | Formal Events | Daily Professional Wear | Business Casual Look

Style Tip:
Pair it with a solid formal shirt and leather shoes for a complete premium corporate look.","{'public_id': 'zatch/Bits/1779178036608-93655462-5455.mp4', 'url': 'https://zatchP.b-cdn.net/zatch/Bits/1779178036608-93655462-5455.mp4'}","{'public_id': 'zatch/Bits/thumbnails/1779178047923-280727658-5440.png', 'url': 'https://zatchP.b-cdn.net/zatch/Bits/thumbnails/1779178047923-280727658-5440.png'}","[""#Men's Formal Trousers"", '#Mens', '#Fashion']",[{'$oid': '6a09caacb7bb9861659cf684'}],{'$oid': '6992fed22c63bfbc04771576'},[{'$oid': '6992fed22c63bfbc04771576'}],1,/bits/1779178057025-6992fed22c63bfbc04771576,38,0,0,0,True,[],{'$date': '2026-05-19T08:07:37.026Z'},1,False
{'$oid': '6a0c27f2cccd23326e8be29f'},Mens formal shirts,"Formal shirt designed for modern men who love a classy and confident look. Crafted with premium-quality fabric, this shirt offers a smooth finish, comfortable fit, and elegant appearance perfect for office wear, business meetings, parties, weddings, and special occasions.

Product Highlights :
✔ Premium Soft & Comfortable Fabric
✔ Stylish Solid Pink Formal Design
✔ Perfect for Office, Business & Party Wear
✔ Smart Fit with Elegant Collar Styling
✔ Breathable Material for All-Day Comfort
✔ Trendy & Modern Look for Men
✔ Easy to Pair with Formal Pants & Blazers
✔ Ideal for Casual Formal and Festive Occasions


Style Tip:
Pair this formal shirt with black trousers, navy pants, or beige chinos along with formal shoes for a premium gentleman look.","{'public_id': 'zatch/Bits/1779181538698-806077077-5517.mp4', 'url': 'https://zatchP.b-cdn.net/zatch/Bits/1779181538698-806077077-5517.mp4'}","{'public_id': 'zatch/Bits/thumbnails/1779181543876-831782627-5550.png', 'url': 'https://zatchP.b-cdn.net/zatch/Bits/thumbnails/1779181543876-831782627-5550.png'}","['#Formals', '#Shirts', '#premium']",[{'$oid': '6a0c238b4cad13808875ac58'}],{'$oid': '6992fed22c63bfbc04771576'},[{'$oid': '6992fed22c63bfbc04771576'}],1,/bits/1779181554444-6992fed22c63bfbc04771576,49,1,0,0,True,[],{'$date': '2026-05-19T09:05:54.446Z'},1,False
{'$oid': '6a0c4c22d4f03db64a786e2d'},shirst,"Stone Article Shirt designed for men who love a classy and stylish look. Crafted with a smooth and comfortable fabric, this shirt features an elegant stone work pattern on the front that adds a rich and fashionable appeal. The unique detailing makes it a perfect choice for weddings, receptions, festive celebrations, parties, and special occasions.

Highlights:
• Premium Stone Article Design
• Stylish Partywear & Wedding Collection
• Soft, Comfortable & Breathable Fabric
• Elegant Slim Fit Look
• Full Sleeve Casual/Formal Style
• Perfect for Marriage Functions, Parties & Festive Wear
• Trendy and Modern Fashion Statement


Style Tip:

Pair it with black jeans or formal trousers and loafers for a premium party-ready outfit.","{'public_id': 'zatch/Bits/1779192926017-744786448-edit_video.mp4', 'url': 'https://zatchP.b-cdn.net/zatch/Bits/1779192926017-744786448-edit_video.mp4'}","{'public_id': 'zatch/Bits/thumbnails/1779192926017-663891076-edit_thumb.png', 'url': 'https://zatchP.b-cdn.net/zatch/Bits/thumbnails/1779192926017-663891076-edit_thumb.png'}","['#shirts', '#premium', '#green']",[{'$oid': '6a0c5403d4f03db64a787e67'}],{'$oid': '6992fed22c63bfbc04771576'},[{'$oid': '6992fed22c63bfbc04771576'}],1,/bits/1779190818696-6992fed22c63bfbc04771576,34,0,0,0,True,[],{'$date': '2026-05-19T11:40:18.696Z'},1,False
{'$oid': '6a0c5135d4f03db64a78773f'},Cute princess hamper,"The cutest little combo for girls who love aesthetic accessories ✨
Perfect for daily styling, gifting, birthdays & soft girl looks 💖
💫 Combo Includes:
• Satin Scrunchie
• Bow Clip
• Floral Claw Clip
• Charm Bracelet
• Cute Mini Hair Clips
✨ Lightweight & comfy
✨ Trendy aesthetic designs
✨ Perfect for everyday use
💖 Price: ₹99 only
Limited stock available! DM to order ✨","{'url': 'https://zatchp.b-cdn.net/zatch/Bits/1780319701991-245548818.mp4', 'public_id': 'zatch/Bits/1780319701991-245548818.mp4'}","{'url': 'https://zatchp.b-cdn.net/zatch/Bits/thumbnails/1780319704580-715186131.jpg', 'public_id': 'zatch/Bits/thumbnails/1780319704580-715186131.jpg'}","['#cute', '#Cute princess hamper', '#gifts']",[{'$oid': '6a06f1bc1a9ba20ae97daf49'}],{'$oid': '69e51ea68174770ee78f3b81'},[],0,/bits/1779192117252-69e51ea68174770ee78f3b81,63,0,0,0,True,[],{'$date': '2026-05-19T12:01:57.253Z'},0,False
{'$oid': '6a0c55f6d4f03db64a788383'},Birthday Hamper,"Products title 

The ""Red Crush Hamper""  🎀🥺💌

Description 

Woww birthday full of surprises ❤️


Cute clover chain ❤️
Cute hair accessories 
And perfect scrunchies 


Perfect for gifting your girlfriend's or your wife  🥹❤️✨

DM to customise yours 💕
Orders open 💌","{'url': 'https://zatchp.b-cdn.net/zatch/Bits/1780319935645-543723143.mp4', 'public_id': 'zatch/Bits/1780319935645-543723143.mp4'}","{'url': 'https://zatchp.b-cdn.net/zatch/Bits/thumbnails/1780319940530-596732908.jpg', 'public_id': 'zatch/Bits/thumbnails/1780319940530-596732908.jpg'}","['#gifts', '#fashion', ""#woman's""]",[{'$oid': '6a0c5510d4f03db64a7882f8'}],{'$oid': '69e51ea68174770ee78f3b81'},[],0,/bits/1779193334125-69e51ea68174770ee78f3b81,60,0,0,0,True,[],{'$date': '2026-05-19T12:22:14.126Z'},0,False
{'$oid': '6a0c58c8d4f03db64a788ccd'},Elegant Bagru Print Mul Cotton Sarees,"Elegant Bagru Print Mul Cotton Sarees

Soft • Lightweight • Comfortable • Timeless Elegance 🤍
🚚 Free Shipping Across India 🇮🇳

🌸 Pure mul cotton sarees with beautiful traditional Bagru prints — perfect for daily wear, office wear, and casual outings.

🧺 Wash Care:
• Gentle hand wash separately
• Use mild detergent
• Do not bleach
• Dry in shade for long-lasting colours","{'public_id': 'zatch/Bits/1779194054048-184826380-5358.mp4', 'url': 'https://zatchP.b-cdn.net/zatch/Bits/1779194054048-184826380-5358.mp4'}","{'public_id': 'zatch/Bits/thumbnails/1779194054048-940711263-5662.jpg', 'url': 'https://zatchP.b-cdn.net/zatch/Bits/thumbnails/1779194054048-940711263-5662.jpg'}","[""#Saree's"", ""#woman's fashion"", ""#woman's""]",[{'$oid': '6a0c57d3d4f03db64a788c68'}],{'$oid': '6a084ac71a9ba20ae97f5f37'},[{'$oid': '698e264a2c63bfbc04768582'}],1,/bits/1779194056887-6a084ac71a9ba20ae97f5f37,70,2,0,0,True,[],{'$date': '2026-05-19T12:34:16.888Z'},1,False
